"u_id","total_trips","avg_stay_length","avg_checked_bags","cancellation_rate","total_spend","avg_flight_discount_used","avg_hotel_discount_used","booking_rate","child_flag"
"509969","1","0.60","0.00","0.00","474","0.03","0.03","0.10","0"
"509990","1","0.25","0.00","0.00","516.87","0.01","0.04","0.13","0"
"510003","1","0.63","0.13","0.00","1280.5","0.04","0.03","0.13","1"
"510022","4","0.75","0.25","0.00","2193.27","0.02","0.00","0.50","1"
"510044","3","1.25","0.13","0.00","3466.52","0.05","0.03","0.38","0"
"510048","2","1.38","0.38","0.00","2596.93","0.08","0.01","0.25","1"
"510061","5","1.38","0.25","0.00","4455.47","0.05","0.00","0.63","1"
"510067","4","1.78","0.00","0.00","5755.59","0.01","0.01","0.44","1"
"510070","4","4.25","0.50","0.00","7474.88","0.02","0.02","0.50","1"
"510078","3","0.90","0.20","0.10","2179.86","0.00","0.02","0.40","0"
"510079","1","0.11","0.00","0.00","488.43","0.00","0.00","0.11","0"
"510081","3","2.50","0.00","0.00","3560.01","0.03","0.01","0.38","0"
"510090","1","0.25","0.13","0.00","622.33","0.01","0.00","0.13","0"
"510093","4","2.25","0.25","0.00","5365.30","0.03","0.01","0.50","0"
"510094","1","1.13","0.25","0.00","1184.35","0.02","0.00","0.13","0"
"510104","3","0.63","0.13","0.00","1855.21","0.00","0.00","0.38","1"
"510108","3","3.56","0.44","0.11","4151.38","0.00","0.00","0.44","0"
"510112","1","2.63","0.13","0.00","2057.55","0.04","0.00","0.13","0"
"510114","6","3.75","0.25","0.00","7013.89","0.04","0.00","0.75","0"
"510134","6","4.63","0.50","0.00","6809.55","0.01","0.04","0.75","0"
"510155","4","3.50","0.00","0.00","9120.67","0.00","0.01","0.50","1"
"510156","5","3.38","0.25","0.00","8685.10","0.00","0.00","0.63","0"
"510163","4","4.50","0.38","0.00","7800.15","0.05","0.00","0.50","1"
"510164","2","1.75","0.13","0.00","2611.90","0.04","0.01","0.25","1"
"510170","3","1.88","0.25","0.00","3383.57","0.03","0.01","0.38","0"
"510172","3","1.25","0.13","0.00","2777.88","0.03","0.02","0.38","0"
"510179","5","1.75","0.25","0.00","10264.58","0.02","0.00","0.63","0"
"510185","4","2.63","0.13","0.00","8598.65","0.05","0.01","0.50","0"
"510188","6","4.55","0.36","0.18","20806.23","0.00","0.00","0.73","0"
"510195","4","2.63","0.25","0.00","5059.76","0.03","0.00","0.50","0"
"510198","3","1.00","0.22","0.00","3144.91","0.06","0.02","0.33","0"
"510213","5","1.38","0.50","0.00","2669.18","0.00","0.00","0.63","1"
"510215","3","3.00","0.11","0.00","2473.62","0.01","0.02","0.33","0"
"510219","3","1.13","0.00","0.00","2314.56","0.02","0.02","0.38","0"
"510227","2","0.75","0.13","0.00","1234.52","0.00","0.03","0.25","0"
"510238","3","0.75","0.00","0.00","6341.53","0.01","0.00","0.38","1"
"510239","2","1.50","0.00","0.00","4211.55","0.00","0.05","0.25","1"
"510243","3","0.63","0.25","0.00","1398.34","0.00","0.03","0.38","0"
"510257","2","0.13","0.00","0.00","1674.22","0.00","0.00","0.25","0"
"510270","1","0.00","0.00","0.00","786.29","0.00","0.00","0.13","1"
"510283","0","0.00","0.00","0.00","0","0.03","0.03","0.00","0"
"510315","2","0.13","0.38","0.00","395.70","0.05","0.00","0.25","0"
"510316","1","2.13","0.00","0.00","2057","0.04","0.00","0.13","1"
"510326","6","2.88","1.13","0.00","7060.67","0.03","0.03","0.75","0"
"510328","5","1.25","0.13","0.00","2658.38","0.01","0.02","0.63","0"
"510343","5","1.78","0.33","0.11","4900.43","0.01","0.02","0.67","1"
"510356","2","1.00","0.13","0.00","1666.34","0.01","0.01","0.25","0"
"510365","4","2.63","0.13","0.00","9935.02","0.00","0.01","0.50","0"
"510369","3","1.88","0.00","0.00","3035.09","0.06","0.00","0.38","0"
"510379","1","0.38","0.00","0.00","303","0.04","0.00","0.13","0"
"510393","1","1.13","0.00","0.00","1196.58","0.00","0.00","0.13","0"
"510418","0","0.00","0.00","0.00","0","0.02","0.01","0.00","1"
"510423","2","0.88","0.13","0.00","1148.21","0.01","0.01","0.25","1"
"510449","4","0.56","0.33","0.00","1407.95","0.08","0.00","0.44","1"
"510452","4","2.00","0.38","0.00","5732.19","0.10","0.02","0.50","0"
"510459","3","1.25","0.25","0.00","2886.64","0.00","0.03","0.38","0"
"510490","1","0.50","0.00","0.00","616","0.01","0.01","0.13","0"
"510494","5","1.56","0.22","0.00","3430.05","0.02","0.00","0.56","0"
"510511","2","0.88","0.00","0.00","1907.71","0.00","0.02","0.25","0"
"510533","1","0.63","0.13","0.00","1085.45","0.01","0.03","0.13","0"
"510537","5","2.40","0.50","0.00","10817.19","0.04","0.02","0.50","1"
"510543","0","0.00","0.00","0.00","0","0.01","0.01","0.00","1"
"510545","1","0.63","0.00","0.00","1710","0.01","0.03","0.13","0"
"510558","2","0.22","0.56","0.11","5258.61","0.04","0.00","0.33","1"
"510570","4","2.67","0.11","0.00","5692.04","0.03","0.01","0.44","0"
"510571","4","3.75","0.38","0.00","19259.13","0.07","0.03","0.50","1"
"510575","0","0.00","0.00","0.00","0","0.00","0.02","0.00","1"
"510580","3","1.25","0.25","0.00","2356.28","0.00","0.00","0.38","0"
"510582","2","1.38","0.00","0.00","2778.15","0.03","0.01","0.25","0"
"510585","1","1.63","0.13","0.00","4241.86","0.00","0.00","0.13","1"
"510586","5","2.88","0.25","0.00","4406.74","0.03","0.00","0.63","0"
"510610","1","0.88","0.00","0.00","1461.74","0.00","0.04","0.13","0"
"510618","3","1.38","0.00","0.00","2576.78","0.03","0.03","0.38","1"
"510676","3","0.63","0.13","0.00","1204.09","0.00","0.03","0.38","1"
"510686","3","1.13","0.00","0.00","6448.77","0.03","0.01","0.38","0"
"510694","4","1.44","0.22","0.11","5376.91","0.00","0.02","0.56","0"
"510700","4","2.00","0.33","0.11","7454.33","0.03","0.01","0.56","0"
"510707","2","0.25","0.25","0.00","957.98","0.05","0.00","0.25","1"
"510719","1","2.22","0.00","0.00","1940","0.03","0.01","0.11","1"
"510733","2","0.25","0.25","0.00","962.76","0.03","0.02","0.25","1"
"510754","5","1.50","0.13","0.00","2824.31","0.04","0.01","0.63","0"
"510779","4","1.00","0.25","0.00","3936.13","0.00","0.00","0.50","0"
"510805","2","1.38","0.25","0.00","1395.86","0.03","0.00","0.25","0"
"510815","4","2.67","0.11","0.00","6491.55","0.03","0.00","0.44","1"
"510822","4","2.22","0.11","0.00","7426.22","0.04","0.10","0.44","0"
"510828","0","0.00","0.00","0.00","0","0.04","0.00","0.00","0"
"510836","5","1.13","0.38","0.00","2393.82","0.02","0.00","0.63","0"
"510841","8","2.60","0.40","0.10","9383.94","0.00","0.01","0.90","0"
"510890","5","1.33","0.44","0.00","2723.73","0.01","0.01","0.56","0"
"510899","2","0.70","0.10","0.00","1821.46","0.03","0.01","0.20","0"
"510944","6","0.63","0.38","0.00","2652.39","0.01","0.04","0.75","1"
"510946","3","2.25","0.25","0.00","10054.65","0.04","0.01","0.38","0"
"510953","2","0.13","0.00","0.00","1671.90","0.00","0.03","0.25","0"
"510960","3","0.63","0.13","0.00","1497.26","0.05","0.00","0.38","0"
"510961","4","1.88","0.25","0.00","3390.79","0.03","0.02","0.50","0"
"510972","3","0.88","0.25","0.00","3576.71","0.03","0.00","0.38","1"
"511017","1","0.25","0.13","0.00","865.25","0.03","0.00","0.13","0"
"511055","2","0.50","0.13","0.00","1630.92","0.03","0.00","0.25","0"
"511066","3","0.88","0.00","0.00","2327.70","0.01","0.00","0.38","0"
"511093","3","1.25","0.00","0.00","1635.36","0.06","0.03","0.38","1"
"511122","2","0.50","0.00","0.00","934.94","0.04","0.01","0.25","0"
"511125","3","1.00","0.38","0.00","1732.50","0.02","0.06","0.38","1"
"511126","5","2.56","0.22","0.00","6705.25","0.03","0.01","0.56","0"
"511140","3","4.13","0.00","0.00","4556.69","0.03","0.01","0.38","0"
"511142","3","1.88","0.50","0.00","3162.25","0.06","0.02","0.38","1"
"511145","3","2.38","0.13","0.00","5004.19","0.06","0.03","0.38","1"
"511148","3","2.00","0.00","0.00","3589.85","0.01","0.08","0.38","1"
"511160","3","0.88","0.00","0.00","1949.33","0.08","0.00","0.38","0"
"511178","4","1.38","0.25","0.00","2483.93","0.03","0.04","0.50","0"
"511195","2","1.00","0.13","0.00","2606.78","0.00","0.02","0.25","0"
"511208","3","2.75","0.50","0.00","9177.48","0.07","0.01","0.38","0"
"511219","1","0.25","0.00","0.00","412","0.01","0.00","0.13","0"
"511223","4","3.60","0.40","0.10","16645.00","0.02","0.02","0.50","1"
"511238","0","0.00","0.00","0.00","0","0.03","0.03","0.00","0"
"511260","2","1.50","0.13","0.00","3534.0","0.01","0.00","0.25","1"
"511298","4","2.38","0.38","0.00","3169.11","0.02","0.01","0.50","0"
"511314","3","2.00","0.11","0.00","5088.9","0.00","0.00","0.33","0"
"511326","3","1.38","0.25","0.00","2754.43","0.08","0.00","0.38","0"
"511328","2","1.75","0.00","0.00","1747.38","0.00","0.01","0.25","1"
"511331","7","0.78","0.44","0.11","8479.35","0.03","0.02","0.89","1"
"511364","3","0.88","0.25","0.00","2989.89","0.00","0.04","0.38","1"
"511377","2","1.00","0.00","0.00","3266","0.02","0.00","0.25","0"
"511379","3","1.00","0.33","0.00","1608.44","0.02","0.00","0.33","0"
"511397","5","1.56","0.11","0.00","6793.52","0.04","0.00","0.56","1"
"511398","5","3.13","0.38","0.00","6403.45","0.00","0.04","0.63","0"
"511399","2","0.78","0.11","0.00","1775.71","0.00","0.03","0.22","1"
"511418","2","0.63","0.13","0.00","2113.16","0.03","0.03","0.25","1"
"511424","2","2.00","0.00","0.00","3262.26","0.04","0.00","0.25","0"
"511433","5","2.33","0.33","0.00","4678.35","0.00","0.04","0.56","0"
"511440","2","0.88","0.13","0.00","1677.33","0.07","0.00","0.25","0"
"511455","3","0.38","0.25","0.00","2029.38","0.03","0.01","0.38","0"
"511469","3","0.88","0.25","0.00","1629.57","0.00","0.00","0.38","0"
"511489","3","2.00","0.13","0.00","4631.13","0.03","0.02","0.38","0"
"511502","2","1.20","0.20","0.00","5028.47","0.04","0.02","0.20","1"
"511504","3","1.13","0.00","0.00","3037.61","0.01","0.00","0.38","0"
"511535","3","1.00","0.25","0.00","2001.45","0.01","0.01","0.38","1"
"511542","3","1.00","0.25","0.00","4895.82","0.07","0.01","0.38","0"
"511549","2","0.38","0.13","0.00","699.91","0.04","0.01","0.25","1"
"511552","1","0.00","0.25","0.13","956.52","0.02","0.00","0.25","1"
"511554","2","0.89","0.11","0.00","1880.11","0.02","0.00","0.22","0"
"511560","4","1.25","0.00","0.00","4511.08","0.06","0.00","0.50","1"
"511567","5","2.75","0.38","0.00","2244.87","0.01","0.04","0.63","0"
"511568","1","0.00","0.00","0.00","1229.22","0.03","0.01","0.13","0"
"511570","3","2.25","0.00","0.00","8476.07","0.00","0.01","0.38","1"
"511577","2","0.13","0.00","0.00","1421.92","0.04","0.02","0.25","0"
"511578","5","2.88","0.75","0.00","6675.50","0.02","0.00","0.63","1"
"511587","2","0.63","0.38","0.00","1159.58","0.00","0.01","0.25","1"
"511589","1","0.25","0.00","0.00","324","0.05","0.01","0.13","0"
"511608","1","0.75","0.00","0.00","1254","0.03","0.01","0.13","0"
"511609","2","1.38","0.13","0.00","4318.68","0.05","0.06","0.25","0"
"511613","3","0.88","0.50","0.00","2606.40","0.02","0.01","0.38","0"
"511638","3","1.38","0.13","0.00","3628.47","0.02","0.03","0.38","1"
"511665","2","1.63","0.38","0.13","5197.57","0.06","0.01","0.38","1"
"511666","3","2.13","0.25","0.00","3376.95","0.00","0.01","0.38","0"
"511677","4","2.25","0.25","0.13","7686.86","0.03","0.01","0.63","0"
"511680","4","2.25","0.25","0.00","4636.99","0.00","0.00","0.50","0"
"511697","4","0.88","0.25","0.00","2601.57","0.03","0.03","0.50","0"
"511712","3","1.13","0.25","0.00","2676.80","0.04","0.03","0.38","0"
"511726","2","0.50","0.00","0.00","1463.98","0.00","0.00","0.25","1"
"511739","3","1.11","0.33","0.00","8481.52","0.01","0.00","0.33","0"
"511757","0","0.00","0.00","0.00","0","0.00","0.02","0.00","1"
"511762","3","1.88","0.13","0.00","6517.22","0.00","0.00","0.38","0"
"511764","1","0.63","0.00","0.00","1448.96","0.02","0.00","0.13","1"
"511772","3","2.38","0.13","0.00","2961.03","0.00","0.02","0.38","0"
"511778","3","1.75","0.50","0.00","4691.21","0.00","0.01","0.38","0"
"511783","4","1.00","0.13","0.00","1776.92","0.02","0.01","0.50","0"
"511784","1","2.44","0.44","0.11","9340.78","0.03","0.00","0.22","0"
"511800","7","2.50","0.63","0.00","11853.09","0.00","0.01","0.88","0"
"511803","4","1.75","0.13","0.00","9038.77","0.01","0.02","0.50","1"
"511805","4","2.00","0.22","0.00","4614.67","0.01","0.00","0.44","0"
"511809","2","0.75","0.00","0.00","2077.98","0.06","0.00","0.25","0"
"511811","3","0.50","0.13","0.00","2133.85","0.03","0.03","0.38","0"
"511821","0","0.00","0.00","0.00","0","0.03","0.00","0.00","0"
"511827","2","1.00","0.25","0.13","2909.4","0.06","0.00","0.38","0"
"511851","2","1.00","0.00","0.00","2075.39","0.01","0.03","0.22","0"
"511859","3","3.75","0.25","0.00","7696.95","0.04","0.04","0.38","0"
"511860","4","1.50","0.25","0.00","2329.52","0.01","0.02","0.50","1"
"511862","4","1.38","0.38","0.00","2803.61","0.00","0.02","0.50","0"
"511878","0","0.00","0.00","0.00","0","0.03","0.00","0.00","1"
"511884","4","1.38","0.13","0.00","4024.77","0.03","0.01","0.50","0"
"511902","3","1.00","0.11","0.00","2684.55","0.01","0.05","0.33","1"
"511910","1","1.13","0.00","0.00","774","0.04","0.02","0.13","1"
"511916","2","0.13","0.25","0.00","987.96","0.04","0.03","0.25","1"
"511923","2","0.63","0.13","0.00","2087.71","0.05","0.00","0.25","0"
"511936","3","1.75","0.13","0.00","2235.28","0.01","0.04","0.38","0"
"511943","3","1.38","0.00","0.00","5540.11","0.01","0.02","0.38","1"
"511977","2","0.25","0.13","0.13","4284.76","0.00","0.00","0.38","0"
"511989","0","0.00","0.00","0.00","0","0.03","0.03","0.00","0"
"511996","3","0.63","0.25","0.00","976.84","0.04","0.06","0.38","1"
"511998","2","0.75","0.00","0.00","1145.40","0.04","0.03","0.25","0"
"512009","3","1.63","0.38","0.00","2581.06","0.01","0.04","0.38","1"
"512010","3","2.13","0.13","0.00","3052.51","0.02","0.03","0.38","1"
"512016","2","0.89","0.00","0.00","4482.26","0.01","0.01","0.22","1"
"512024","2","1.50","0.00","0.00","4954.42","0.01","0.04","0.25","0"
"512028","2","0.38","0.13","0.00","983.29","0.05","0.03","0.25","0"
"512060","3","1.22","0.22","0.00","2930.17","0.02","0.03","0.33","0"
"512063","1","0.25","0.00","0.00","1318.84","0.03","0.00","0.13","0"
"512069","5","2.63","0.25","0.00","7595.13","0.02","0.03","0.63","1"
"512078","2","0.63","0.25","0.00","1708.46","0.00","0.00","0.25","0"
"512099","4","1.67","0.56","0.00","3700.20","0.02","0.06","0.44","0"
"512103","3","0.38","0.63","0.13","9013.35","0.05","0.02","0.50","1"
"512144","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"512147","3","2.00","0.22","0.11","5924.46","0.05","0.00","0.44","0"
"512148","1","0.38","0.00","0.00","372","0.00","0.01","0.13","0"
"512163","2","1.63","0.13","0.00","2401.68","0.01","0.05","0.25","0"
"512173","4","3.00","0.25","0.00","13241.85","0.00","0.05","0.50","0"
"512190","1","2.75","0.00","0.00","3696","0.00","0.00","0.13","0"
"512193","1","1.00","0.00","0.00","690.05","0.01","0.00","0.13","1"
"512197","4","3.22","0.11","0.00","4150.25","0.02","0.03","0.44","0"
"512201","4","1.88","0.38","0.00","4707.76","0.03","0.03","0.50","0"
"512204","4","1.38","0.25","0.00","4003.43","0.01","0.01","0.50","0"
"512243","3","1.22","0.11","0.00","3487.19","0.02","0.03","0.33","1"
"512249","0","0.00","0.00","0.00","0","0.06","0.01","0.00","0"
"512266","3","1.13","0.25","0.00","2702.42","0.01","0.03","0.38","0"
"512271","6","2.67","0.33","0.00","6831.00","0.03","0.00","0.67","0"
"512283","5","1.00","0.22","0.00","2409.47","0.03","0.00","0.56","0"
"512289","2","0.63","0.13","0.00","1958.70","0.01","0.00","0.25","0"
"512294","5","2.00","0.50","0.00","4154.96","0.00","0.00","0.63","1"
"512295","5","1.25","0.25","0.00","3984.35","0.04","0.01","0.63","0"
"512301","5","1.13","0.63","0.00","2408.01","0.00","0.02","0.63","0"
"512302","4","0.63","0.13","0.00","1349.57","0.00","0.04","0.50","1"
"512303","4","1.75","0.25","0.00","3815.63","0.01","0.08","0.50","1"
"512305","2","1.13","0.00","0.00","1756","0.00","0.00","0.25","0"
"512322","5","1.38","0.00","0.00","4613.32","0.09","0.00","0.63","0"
"512329","6","1.88","0.00","0.00","2995.65","0.08","0.01","0.75","0"
"512362","3","1.00","0.22","0.00","1761.99","0.01","0.00","0.33","0"
"512377","2","2.00","0.33","0.11","6459.60","0.03","0.00","0.33","1"
"512392","3","1.67","0.22","0.00","2264.15","0.04","0.00","0.33","0"
"512397","0","0.00","0.00","0.00","0","0.05","0.01","0.00","1"
"512402","1","0.22","0.00","0.00","983.78","0.01","0.00","0.11","1"
"512416","1","1.00","0.00","0.00","2480","0.06","0.02","0.13","0"
"512418","2","1.50","0.00","0.00","8796.96","0.00","0.00","0.25","1"
"512419","3","1.63","0.75","0.00","5425.17","0.00","0.00","0.38","1"
"512440","3","1.00","0.25","0.00","3860.86","0.00","0.03","0.38","0"
"512443","2","0.63","0.13","0.00","1447.94","0.00","0.03","0.25","1"
"512447","2","1.88","0.13","0.00","3758.52","0.03","0.03","0.25","0"
"512463","4","1.75","0.38","0.00","4144.29","0.02","0.00","0.50","0"
"512495","6","5.13","0.25","0.00","7456.61","0.04","0.00","0.75","0"
"512529","0","0.00","0.00","0.00","0","0.05","0.03","0.00","1"
"512536","2","1.13","0.13","0.00","2326.24","0.04","0.00","0.25","1"
"512552","2","0.75","0.13","0.00","1315.72","0.03","0.00","0.25","0"
"512556","5","2.11","0.33","0.00","11840.55","0.02","0.01","0.56","0"
"512558","4","1.13","0.25","0.13","4485.54","0.00","0.01","0.63","0"
"512587","2","0.75","0.25","0.00","1751.93","0.01","0.02","0.25","0"
"512589","4","1.00","0.00","0.00","1597.67","0.04","0.02","0.50","0"
"512596","5","1.88","0.13","0.00","4311.04","0.00","0.00","0.63","0"
"512598","5","1.63","0.38","0.00","3477.77","0.00","0.02","0.63","0"
"512610","6","0.89","0.33","0.00","4538.59","0.01","0.00","0.67","0"
"512623","0","0.00","0.00","0.00","0","0.04","0.01","0.00","0"
"512628","4","1.75","0.25","0.00","3892.25","0.00","0.01","0.50","0"
"512631","3","0.63","0.25","0.00","2059.63","0.01","0.10","0.38","0"
"512655","4","0.78","0.11","0.00","2754.52","0.04","0.02","0.44","0"
"512671","5","2.13","0.13","0.00","3929.51","0.01","0.00","0.63","0"
"512677","1","0.00","0.00","0.00","209.71","0.04","0.01","0.13","0"
"512680","1","0.50","0.00","0.00","1201.09","0.05","0.00","0.13","1"
"512691","2","0.75","0.00","0.00","1873.17","0.03","0.02","0.25","1"
"512693","4","2.00","0.13","0.00","2783.22","0.00","0.00","0.50","0"
"512695","5","0.88","0.25","0.00","2099.86","0.01","0.00","0.63","0"
"512696","3","3.63","0.13","0.00","10016.92","0.06","0.02","0.38","0"
"512704","1","0.00","0.00","0.00","401.05","0.03","0.01","0.13","1"
"512706","4","1.64","0.18","0.00","7882.44","0.03","0.03","0.36","1"
"512780","3","1.44","0.11","0.00","4796.83","0.01","0.02","0.33","0"
"512786","4","3.50","0.25","0.00","5199.70","0.00","0.00","0.50","0"
"512787","4","1.63","0.13","0.00","3343.72","0.01","0.02","0.50","0"
"512791","3","1.13","0.38","0.00","2368.95","0.03","0.00","0.38","1"
"512801","7","2.50","0.38","0.00","5763.45","0.00","0.00","0.88","0"
"512826","4","0.63","0.50","0.00","2422.11","0.01","0.00","0.50","0"
"512831","4","0.63","0.38","0.00","3702.32","0.05","0.04","0.50","0"
"512835","5","2.50","0.13","0.00","12527.03","0.03","0.02","0.63","0"
"512846","4","1.00","0.00","0.00","2544.28","0.03","0.02","0.50","1"
"512848","3","0.88","0.00","0.00","1239.18","0.01","0.01","0.38","0"
"512880","2","0.50","0.13","0.00","918.41","0.00","0.03","0.25","0"
"512887","3","1.25","0.25","0.00","3152.53","0.04","0.00","0.38","0"
"512888","3","3.25","0.13","0.00","6178.05","0.03","0.00","0.38","0"
"512900","4","3.00","0.00","0.00","5378.13","0.02","0.01","0.44","0"
"512904","5","5.50","0.63","0.00","10156.80","0.01","0.01","0.63","0"
"512922","2","0.13","0.25","0.00","874.28","0.07","0.04","0.25","1"
"512928","1","3.75","0.25","0.13","11625.2","0.01","0.04","0.25","0"
"512943","4","0.75","0.25","0.00","3579.75","0.02","0.00","0.50","1"
"512945","3","2.25","0.00","0.00","3858.75","0.07","0.03","0.38","0"
"512974","3","1.33","0.00","0.00","2443.34","0.06","0.03","0.33","0"
"512976","5","3.13","0.25","0.00","12098.71","0.04","0.00","0.63","0"
"512984","3","1.00","0.13","0.00","2895.95","0.01","0.00","0.38","0"
"512999","3","0.63","0.25","0.00","2321.25","0.02","0.00","0.38","0"
"513004","4","2.25","0.25","0.00","4091.85","0.00","0.00","0.50","0"
"513005","1","0.13","0.13","0.00","217.59","0.06","0.01","0.13","0"
"513006","2","1.00","0.20","0.00","2644.77","0.01","0.03","0.20","0"
"513026","3","2.25","0.13","0.00","4274.54","0.01","0.01","0.38","0"
"513030","3","1.88","0.00","0.00","3254.83","0.03","0.01","0.38","0"
"513031","3","1.00","0.22","0.00","3894.80","0.06","0.02","0.33","1"
"513058","6","1.50","0.25","0.00","3799.31","0.00","0.02","0.75","1"
"513089","3","3.25","0.13","0.00","2792.62","0.02","0.04","0.38","0"
"513090","2","0.11","0.33","0.00","1394.61","0.05","0.02","0.22","1"
"513091","0","0.00","0.00","0.00","0","0.02","0.00","0.00","0"
"513093","4","2.25","0.00","0.00","12690.82","0.05","0.03","0.50","0"
"513096","2","0.38","0.38","0.00","1599.79","0.01","0.02","0.25","1"
"513103","3","1.25","0.13","0.00","3426.92","0.04","0.00","0.38","1"
"513126","5","3.00","0.25","0.00","4737.94","0.06","0.00","0.63","0"
"513138","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"513164","2","0.63","0.00","0.00","809.77","0.00","0.03","0.25","0"
"513206","0","0.00","0.00","0.00","0","0.04","0.00","0.00","0"
"513216","4","1.67","0.22","0.00","2953.90","0.02","0.01","0.44","0"
"513220","5","2.25","0.25","0.00","7797.85","0.03","0.03","0.63","0"
"513221","1","0.88","0.00","0.00","2021.21","0.01","0.07","0.13","0"
"513227","2","0.80","0.00","0.00","2421.90","0.02","0.02","0.20","0"
"513233","3","1.00","0.22","0.00","3557.81","0.01","0.01","0.33","1"
"513236","8","4.63","0.13","0.00","13432.79","0.00","0.01","1.00","1"
"513237","2","1.13","0.00","0.00","2229.8","0.01","0.02","0.25","1"
"513241","0","0.00","0.00","0.00","0","0.05","0.02","0.00","1"
"513242","2","0.80","0.00","0.00","2489.84","0.05","0.00","0.20","0"
"513259","3","1.38","0.13","0.00","5506.15","0.04","0.03","0.38","0"
"513261","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"513289","1","0.38","0.00","0.00","1500.31","0.01","0.04","0.13","0"
"513296","3","1.25","0.00","0.00","4069.75","0.04","0.01","0.38","0"
"513317","1","0.00","0.00","0.00","73.87","0.04","0.03","0.13","0"
"513322","3","0.67","0.33","0.00","2864.66","0.00","0.00","0.33","0"
"513338","3","0.88","0.00","0.00","1840.93","0.07","0.01","0.38","0"
"513339","2","0.75","0.13","0.00","1851.86","0.01","0.01","0.25","0"
"513345","2","1.78","0.00","0.00","1493","0.06","0.01","0.22","1"
"513347","1","0.20","0.10","0.00","636.92","0.05","0.02","0.10","1"
"513366","3","1.75","0.13","0.00","4212.87","0.01","0.03","0.38","0"
"513381","3","0.63","0.25","0.00","1930.39","0.01","0.01","0.38","1"
"513387","5","2.00","0.13","0.00","7379.54","0.03","0.00","0.63","1"
"513397","5","1.50","0.25","0.00","3214.73","0.00","0.01","0.63","0"
"513402","1","0.13","0.13","0.00","1104.21","0.01","0.03","0.13","1"
"513408","2","1.63","0.13","0.00","7486.79","0.02","0.01","0.25","1"
"513422","2","0.50","0.13","0.00","1088.43","0.00","0.01","0.25","0"
"513425","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"513438","1","1.63","0.13","0.00","8382.1","0.03","0.00","0.13","1"
"513441","1","0.00","0.25","0.13","1964.94","0.01","0.03","0.25","1"
"513470","0","0.00","0.00","0.00","0","0.00","0.00","0.00","1"
"513495","2","2.25","0.13","0.00","6616.89","0.03","0.01","0.25","0"
"513497","2","1.13","0.00","0.00","1922.96","0.00","0.04","0.25","0"
"513509","2","0.00","0.13","0.00","598.77","0.01","0.01","0.25","0"
"513543","2","1.13","0.00","0.13","2054.58","0.00","0.01","0.38","1"
"513546","0","0.00","0.00","0.00","0","0.01","0.01","0.00","0"
"513555","5","1.44","0.22","0.00","5096.68","0.00","0.00","0.56","0"
"513568","2","1.38","0.00","0.00","3123.97","0.01","0.01","0.25","0"
"513569","2","0.44","0.11","0.00","818.7","0.05","0.02","0.22","0"
"513582","3","0.75","0.25","0.00","2728.54","0.00","0.00","0.38","0"
"513602","0","0.00","0.00","0.00","0","0.04","0.01","0.00","0"
"513611","3","2.25","0.13","0.00","6453.16","0.03","0.01","0.38","0"
"513613","3","1.88","0.00","0.00","3332.94","0.02","0.01","0.38","0"
"513620","3","1.11","0.11","0.00","2756.42","0.04","0.02","0.33","0"
"513625","2","0.25","0.38","0.13","3376.04","0.06","0.00","0.38","1"
"513627","3","0.63","0.25","0.00","2210.97","0.00","0.01","0.38","0"
"513628","3","1.13","0.38","0.00","3234.98","0.06","0.01","0.38","0"
"513638","4","3.00","0.25","0.00","7744.10","0.00","0.00","0.50","1"
"513659","3","2.13","0.00","0.00","3713.75","0.01","0.01","0.38","0"
"513661","1","1.25","0.00","0.00","4720","0.04","0.00","0.13","0"
"513683","4","2.25","0.50","0.00","2435.37","0.08","0.03","0.50","0"
"513714","1","0.00","0.00","0.00","248.43","0.03","0.00","0.13","0"
"513721","5","1.89","0.33","0.00","4316.58","0.01","0.00","0.56","0"
"513742","0","0.00","0.00","0.00","0","0.02","0.00","0.00","1"
"513761","3","2.00","0.13","0.00","5098.71","0.01","0.03","0.38","0"
"513776","2","0.78","0.00","0.00","1191.62","0.02","0.04","0.22","0"
"513787","5","2.13","0.50","0.13","5909.35","0.04","0.01","0.75","0"
"513791","4","3.50","0.25","0.00","5521.76","0.06","0.01","0.50","0"
"513796","3","2.13","0.25","0.00","7344.94","0.00","0.00","0.38","0"
"513800","0","0.00","0.00","0.00","0","0.01","0.00","0.00","1"
"513807","3","0.50","1.38","0.13","4021.36","0.01","0.03","0.50","1"
"513823","0","0.00","0.00","0.00","0","0.01","0.04","0.00","0"
"513826","4","0.40","0.20","0.00","2524.21","0.06","0.00","0.40","0"
"513844","3","1.25","0.13","0.00","8334.62","0.02","0.02","0.38","0"
"513853","3","0.89","0.00","0.00","3050.04","0.00","0.03","0.33","1"
"513856","1","1.13","0.13","0.00","1618.91","0.06","0.00","0.13","0"
"513860","3","1.75","0.13","0.00","4526.18","0.00","0.00","0.38","0"
"513869","2","2.63","0.25","0.13","10178.12","0.05","0.01","0.38","1"
"513875","4","1.63","0.38","0.13","6481.63","0.03","0.00","0.63","1"
"513917","3","1.88","0.25","0.00","4715.12","0.04","0.01","0.38","1"
