"u_id","perk_label","total_trips","total_spend","avg_stay_length","age","gender","child_flag"
"511772","Exclusive discounts","3","2961.03","2.38","29","F","0"
"511778","1 night free hotel with flight","3","4691.21","1.75","39","F","0"
"511783","Free checked bag","4","1776.92","1.00","49","F","0"
"511784","Exclusive discounts","1","9340.78","2.44","36","F","0"
"511800","Free checked bag","7","11853.09","2.50","49","F","0"
"511803","1 night free hotel with flight","4","9038.77","1.75","38","F","1"
"511805","1 night free hotel with flight","4","4614.67","2.00","39","F","0"
"511809","Exclusive discounts","2","2077.98","0.75","42","M","0"
"511811","Exclusive discounts","3","2133.85","0.50","37","F","0"
"511821","Exclusive discounts","0","0","0.00","72","M","0"
"511827","Exclusive discounts","2","2909.4","1.00","76","M","0"
"511851","Exclusive discounts","2","2075.39","1.00","41","F","0"
"511859","Free hotel meal","3","7696.95","3.75","39","F","0"
"511860","Exclusive discounts","4","2329.52","1.50","41","F","1"
"511862","Exclusive discounts","4","2803.61","1.38","42","F","0"
"511878","Exclusive discounts","0","0","0.00","18","F","1"
"511884","1 night free hotel with flight","4","4024.77","1.38","43","F","0"
"511902","Exclusive discounts","3","2684.55","1.00","53","F","1"
"511910","Exclusive discounts","1","774","1.13","18","F","1"
"511916","Exclusive discounts","2","987.96","0.13","43","F","1"
"511923","Exclusive discounts","2","2087.71","0.63","46","M","0"
"511936","Exclusive discounts","3","2235.28","1.75","39","F","0"
"511943","1 night free hotel with flight","3","5540.11","1.38","33","F","1"
"511977","1 night free hotel with flight","2","4284.76","0.25","43","F","0"
"511989","Exclusive discounts","0","0","0.00","20","F","0"
"511996","Exclusive discounts","3","976.84","0.63","46","F","1"
"511998","Exclusive discounts","2","1145.40","0.75","42","F","0"
"512009","Exclusive discounts","3","2581.06","1.63","45","M","1"
"512010","Exclusive discounts","3","3052.51","2.13","59","F","1"
"512016","Free checked bag","2","4482.26","0.89","45","F","1"
"512024","Exclusive discounts","2","4954.42","1.50","33","F","0"
"512028","Exclusive discounts","2","983.29","0.38","44","F","0"
"512060","Exclusive discounts","3","2930.17","1.22","54","F","0"
"512063","Exclusive discounts","1","1318.84","0.25","46","F","0"
"512069","Free hotel meal","5","7595.13","2.63","42","F","1"
"512078","Free checked bag","2","1708.46","0.63","32","F","0"
"512099","Free checked bag","4","3700.20","1.67","36","F","0"
"512103","Free checked bag","3","9013.35","0.38","41","F","1"
"512144","Free checked bag","0","0","0.00","19","F","0"
"512147","1 night free hotel with flight","3","5924.46","2.00","46","M","0"
"512148","Free checked bag","1","372","0.38","22","F","0"
"512163","Exclusive discounts","2","2401.68","1.63","48","F","0"
"512173","Free hotel meal","4","13241.85","3.00","49","M","0"
"512190","Free hotel meal","1","3696","2.75","65","F","0"
"512193","Free checked bag","1","690.05","1.00","38","F","1"
"512197","Free hotel meal","4","4150.25","3.22","34","F","0"
"512201","1 night free hotel with flight","4","4707.76","1.88","53","F","0"
"512204","1 night free hotel with flight","4","4003.43","1.38","56","F","0"
"512243","Exclusive discounts","3","3487.19","1.22","38","F","1"
"512249","Exclusive discounts","0","0","0.00","20","F","0"
"512266","Exclusive discounts","3","2702.42","1.13","49","F","0"
"512271","Free hotel meal","6","6831.00","2.67","37","F","0"
"512283","Exclusive discounts","5","2409.47","1.00","47","F","0"
"512289","Free checked bag","2","1958.70","0.63","66","F","0"
"512294","1 night free hotel with flight","5","4154.96","2.00","54","F","1"
"512295","1 night free hotel with flight","5","3984.35","1.25","45","F","0"
"512301","Free checked bag","5","2408.01","1.13","44","F","0"
"512302","Exclusive discounts","4","1349.57","0.63","48","F","1"
"512303","1 night free hotel with flight","4","3815.63","1.75","51","F","1"
"512305","Free checked bag","2","1756","1.13","26","F","0"
"512322","1 night free hotel with flight","5","4613.32","1.38","45","M","0"
"512329","Exclusive discounts","6","2995.65","1.88","37","F","0"
"512362","Free checked bag","3","1761.99","1.00","32","F","0"
"512377","Exclusive discounts","2","6459.60","2.00","41","F","1"
"512392","Exclusive discounts","3","2264.15","1.67","43","F","0"
"512397","Exclusive discounts","0","0","0.00","18","F","1"
"512402","Free checked bag","1","983.78","0.22","46","F","1"
"512416","Exclusive discounts","1","2480","1.00","30","F","0"
"512418","Free checked bag","2","8796.96","1.50","51","F","1"
"512419","Free checked bag","3","5425.17","1.63","56","F","1"
"512440","1 night free hotel with flight","3","3860.86","1.00","35","F","0"
"512443","Exclusive discounts","2","1447.94","0.63","40","F","1"
"512447","Exclusive discounts","2","3758.52","1.88","22","F","0"
"512463","1 night free hotel with flight","4","4144.29","1.75","39","M","0"
"512495","Free hotel meal","6","7456.61","5.13","40","F","0"
"512529","Exclusive discounts","0","0","0.00","41","F","1"
"512536","Exclusive discounts","2","2326.24","1.13","54","F","1"
"512552","Exclusive discounts","2","1315.72","0.75","49","F","0"
"512556","1 night free hotel with flight","5","11840.55","2.11","52","F","0"
"512558","1 night free hotel with flight","4","4485.54","1.13","57","M","0"
"512587","Exclusive discounts","2","1751.93","0.75","39","F","0"
"512589","Exclusive discounts","4","1597.67","1.00","44","M","0"
"512596","1 night free hotel with flight","5","4311.04","1.88","55","F","0"
"512598","Exclusive discounts","5","3477.77","1.63","39","M","0"
"512610","1 night free hotel with flight","6","4538.59","0.89","41","F","0"
"512623","Exclusive discounts","0","0","0.00","25","F","0"
"512628","1 night free hotel with flight","4","3892.25","1.75","36","F","0"
"512631","Exclusive discounts","3","2059.63","0.63","56","F","0"
"512655","Exclusive discounts","4","2754.52","0.78","44","F","0"
"512671","1 night free hotel with flight","5","3929.51","2.13","57","F","0"
"512677","Exclusive discounts","1","209.71","0.00","26","F","0"
"512680","Exclusive discounts","1","1201.09","0.50","65","F","1"
"512691","Exclusive discounts","2","1873.17","0.75","33","F","1"
"512693","Free checked bag","4","2783.22","2.00","38","F","0"
"512695","Free checked bag","5","2099.86","0.88","48","F","0"
"512696","Free hotel meal","3","10016.92","3.63","18","F","0"
"512704","Exclusive discounts","1","401.05","0.00","31","F","1"
"512706","1 night free hotel with flight","4","7882.44","1.64","54","F","1"
"512780","Exclusive discounts","3","4796.83","1.44","44","F","0"
"512786","Free hotel meal","4","5199.70","3.50","41","M","0"
"512787","Exclusive discounts","4","3343.72","1.63","53","F","0"
"512791","Exclusive discounts","3","2368.95","1.13","35","F","1"
"512801","1 night free hotel with flight","7","5763.45","2.50","54","F","0"
"512826","Free checked bag","4","2422.11","0.63","41","F","0"
"512831","1 night free hotel with flight","4","3702.32","0.63","45","F","0"
"512835","1 night free hotel with flight","5","12527.03","2.50","41","F","0"
"512846","Exclusive discounts","4","2544.28","1.00","38","F","1"
"512848","Free checked bag","3","1239.18","0.88","36","F","0"
"512880","Exclusive discounts","2","918.41","0.50","48","F","0"
"512887","Exclusive discounts","3","3152.53","1.25","40","M","0"
"512888","Free hotel meal","3","6178.05","3.25","38","F","0"
"512900","Free hotel meal","4","5378.13","3.00","33","F","0"
"512904","Free checked bag","5","10156.80","5.50","65","F","0"
"512922","Exclusive discounts","2","874.28","0.13","35","F","1"
"512928","Free hotel meal","1","11625.2","3.75","19","F","0"
"512943","1 night free hotel with flight","4","3579.75","0.75","47","F","1"
"512945","1 night free hotel with flight","3","3858.75","2.25","26","F","0"
"512974","Exclusive discounts","3","2443.34","1.33","18","F","0"
"512976","Free hotel meal","5","12098.71","3.13","37","F","0"
"512984","Free checked bag","3","2895.95","1.00","58","F","0"
"512999","Free checked bag","3","2321.25","0.63","35","F","0"
"513004","1 night free hotel with flight","4","4091.85","2.25","41","F","0"
"513005","Exclusive discounts","1","217.59","0.13","29","F","0"
"513006","Exclusive discounts","2","2644.77","1.00","59","F","0"
"513026","1 night free hotel with flight","3","4274.54","2.25","42","F","0"
"513030","Exclusive discounts","3","3254.83","1.88","39","F","0"
"513031","Exclusive discounts","3","3894.80","1.00","47","F","1"
"513058","1 night free hotel with flight","6","3799.31","1.50","53","F","1"
"513089","Exclusive discounts","3","2792.62","3.25","40","F","0"
"513090","Exclusive discounts","2","1394.61","0.11","23","M","1"
"513091","Free checked bag","0","0","0.00","72","F","0"
"513093","1 night free hotel with flight","4","12690.82","2.25","56","F","0"
"513096","Exclusive discounts","2","1599.79","0.38","31","F","1"
"513103","Exclusive discounts","3","3426.92","1.25","33","F","1"
"513126","Free hotel meal","5","4737.94","3.00","37","F","0"
"513138","Free checked bag","0","0","0.00","18","F","1"
"513164","Exclusive discounts","2","809.77","0.63","43","F","0"
"513206","Exclusive discounts","0","0","0.00","48","M","0"
"513216","Free checked bag","4","2953.90","1.67","39","F","0"
"513220","1 night free hotel with flight","5","7797.85","2.25","46","F","0"
"513221","Exclusive discounts","1","2021.21","0.88","32","F","0"
"513227","Exclusive discounts","2","2421.90","0.80","64","F","0"
"513233","Free checked bag","3","3557.81","1.00","40","F","1"
"513236","Free hotel meal","8","13432.79","4.63","44","F","1"
"513237","Exclusive discounts","2","2229.8","1.13","37","F","1"
"513241","Exclusive discounts","0","0","0.00","37","F","1"
"513242","Exclusive discounts","2","2489.84","0.80","30","F","0"
"513259","1 night free hotel with flight","3","5506.15","1.38","55","F","0"
"513261","Free checked bag","0","0","0.00","60","F","1"
"513289","Exclusive discounts","1","1500.31","0.38","36","F","0"
"513296","1 night free hotel with flight","3","4069.75","1.25","38","F","0"
"513317","Exclusive discounts","1","73.87","0.00","56","F","0"
"513322","Free checked bag","3","2864.66","0.67","52","F","0"
"513338","Exclusive discounts","3","1840.93","0.88","55","F","0"
"513339","Free checked bag","2","1851.86","0.75","30","F","0"
"513345","Exclusive discounts","2","1493","1.78","24","F","1"
"513347","Exclusive discounts","1","636.92","0.20","50","F","1"
"513366","1 night free hotel with flight","3","4212.87","1.75","45","F","0"
"513381","Free checked bag","3","1930.39","0.63","52","F","1"
"513387","1 night free hotel with flight","5","7379.54","2.00","50","F","1"
"513397","Free checked bag","5","3214.73","1.50","54","F","0"
"513402","Exclusive discounts","1","1104.21","0.13","46","F","1"
"513408","Free checked bag","2","7486.79","1.63","32","M","1"
"513422","Free checked bag","2","1088.43","0.50","43","F","0"
"513425","Free checked bag","0","0","0.00","50","F","1"
"513438","Exclusive discounts","1","8382.1","1.63","52","F","1"
"513441","Exclusive discounts","1","1964.94","0.00","36","F","1"
"513470","Free checked bag","0","0","0.00","48","F","1"
"513495","Exclusive discounts","2","6616.89","2.25","32","F","0"
"513497","Exclusive discounts","2","1922.96","1.13","45","F","0"
"513509","Free checked bag","2","598.77","0.00","37","F","0"
"513543","Free checked bag","2","2054.58","1.13","33","F","1"
"513546","Free checked bag","0","0","0.00","46","F","0"
"513555","1 night free hotel with flight","5","5096.68","1.44","46","F","0"
"513568","Free checked bag","2","3123.97","1.38","61","F","0"
"513569","Exclusive discounts","2","818.7","0.44","19","F","0"
"513582","Free checked bag","3","2728.54","0.75","50","F","0"
"513602","Exclusive discounts","0","0","0.00","27","F","0"
"513611","1 night free hotel with flight","3","6453.16","2.25","49","F","0"
"513613","Free checked bag","3","3332.94","1.88","48","M","0"
"513620","Exclusive discounts","3","2756.42","1.11","18","F","0"
"513625","Exclusive discounts","2","3376.04","0.25","29","F","1"
"513627","Free checked bag","3","2210.97","0.63","59","F","0"
"513628","Exclusive discounts","3","3234.98","1.13","41","F","0"
"513638","Free hotel meal","4","7744.10","3.00","57","F","1"
"513659","1 night free hotel with flight","3","3713.75","2.13","42","F","0"
"513661","Exclusive discounts","1","4720","1.25","26","F","0"
"513683","Exclusive discounts","4","2435.37","2.25","54","M","0"
"513714","Exclusive discounts","1","248.43","0.00","24","F","0"
"513721","1 night free hotel with flight","5","4316.58","1.89","42","F","0"
"513742","Free checked bag","0","0","0.00","32","F","1"
"513761","1 night free hotel with flight","3","5098.71","2.00","40","F","0"
"513776","Exclusive discounts","2","1191.62","0.78","67","F","0"
"513787","1 night free hotel with flight","5","5909.35","2.13","43","M","0"
"513791","Free hotel meal","4","5521.76","3.50","39","F","0"
"513796","1 night free hotel with flight","3","7344.94","2.13","46","F","0"
"513800","Free checked bag","0","0","0.00","54","M","1"
"513807","Free checked bag","3","4021.36","0.50","45","F","1"
"513823","Exclusive discounts","0","0","0.00","46","F","0"
"513826","Exclusive discounts","4","2524.21","0.40","44","F","0"
"513844","1 night free hotel with flight","3","8334.62","1.25","37","M","0"
"513853","Exclusive discounts","3","3050.04","0.89","50","F","1"
"513856","Exclusive discounts","1","1618.91","1.13","37","M","0"
"513860","1 night free hotel with flight","3","4526.18","1.75","65","F","0"
"513869","Free hotel meal","2","10178.12","2.63","41","F","1"
"513875","1 night free hotel with flight","4","6481.63","1.63","35","F","1"
"513917","1 night free hotel with flight","3","4715.12","1.88","57","F","1"
"513926","1 night free hotel with flight","4","4026.24","0.75","38","M","0"
"513933","Free checked bag","3","2110.36","1.25","39","M","0"
"513953","Free checked bag","2","1111.42","0.56","40","F","0"
"513956","Exclusive discounts","4","2431.37","0.38","29","F","0"
"513964","1 night free hotel with flight","5","3618.76","0.75","50","F","0"
"513967","Free hotel meal","6","10350.99","3.56","38","F","0"
"513995","1 night free hotel with flight","4","7521.58","2.38","39","F","1"
"514002","1 night free hotel with flight","5","5249.80","2.13","40","F","0"
"514003","1 night free hotel with flight","3","4750.23","1.25","38","F","0"
"514021","Free hotel meal","2","11362","4.63","77","F","0"
"514023","Exclusive discounts","3","2555.38","1.38","45","M","1"
"514053","Exclusive discounts","2","3279.66","2.25","44","F","1"
"514071","Free checked bag","3","2623.33","0.63","39","F","0"
"514076","Free checked bag","2","5582.83","2.44","58","F","1"
"514113","Free checked bag","2","1022.1","0.88","18","F","1"
"514132","1 night free hotel with flight","5","4017.08","1.75","38","F","1"
"514133","Free checked bag","3","1501.89","0.50","43","F","0"
"514164","1 night free hotel with flight","4","4856.66","1.50","48","F","0"
"514167","Free checked bag","3","1922.08","0.88","52","F","0"
"514206","Free checked bag","3","4214.73","1.00","36","F","0"
"514208","Exclusive discounts","1","590.61","0.50","39","F","1"
"514210","Exclusive discounts","3","1430.05","0.78","43","F","0"
"514215","Exclusive discounts","3","3219.46","1.88","55","F","0"
"514235","Exclusive discounts","1","702.18","0.50","31","F","1"
"514261","Exclusive discounts","3","1745.57","0.63","33","F","0"
"514275","1 night free hotel with flight","3","3539.53","1.88","31","F","0"
"514289","Exclusive discounts","0","0","0.00","52","F","1"
"514300","Free checked bag","3","1388.93","0.25","41","M","0"
"514315","Exclusive discounts","1","1353.04","0.38","24","F","0"
"514318","1 night free hotel with flight","4","4088.75","1.75","53","F","1"
"514324","Exclusive discounts","3","2192.98","1.00","55","F","0"
"514337","Free hotel meal","4","9933.01","2.89","47","F","0"
"514342","1 night free hotel with flight","4","9523.51","1.25","43","F","0"
"514344","1 night free hotel with flight","6","5554.02","1.67","67","F","0"
"514370","1 night free hotel with flight","3","12833.03","1.75","44","F","0"
"514384","Exclusive discounts","1","1584.5","0.25","44","F","0"
"514395","Exclusive discounts","3","3074.27","3.38","40","F","0"
"514457","1 night free hotel with flight","4","7071.48","2.10","42","F","0"
"514460","1 night free hotel with flight","4","4690.96","2.50","38","F","0"
"514461","Free hotel meal","3","8524.64","4.00","36","F","1"
"514501","Free checked bag","1","740","1.25","51","F","1"
"514503","Free hotel meal","2","10392","2.75","23","F","0"
"514515","1 night free hotel with flight","3","4596.95","0.38","39","F","0"
"514526","1 night free hotel with flight","5","4903.38","1.13","50","F","1"
"514551","Exclusive discounts","1","4537","1.30","24","F","0"
"514586","Exclusive discounts","3","1840.50","1.33","44","F","0"
"514589","Exclusive discounts","1","1244.73","0.38","48","F","0"
"514617","1 night free hotel with flight","4","4258.93","1.13","40","F","1"
"514623","Free checked bag","1","991.28","0.63","39","F","1"
"514627","1 night free hotel with flight","4","4220.95","0.88","46","F","0"
"514638","Free hotel meal","4","6013.67","3.38","41","F","1"
"514639","Free checked bag","0","0","0.00","70","F","0"
"514642","Exclusive discounts","0","0","0.00","69","F","0"
"514660","1 night free hotel with flight","4","3566.59","0.63","42","F","1"
"514675","Free checked bag","3","3074.29","0.78","52","F","0"
"514682","Exclusive discounts","4","2633.83","1.56","44","F","0"
"514684","Exclusive discounts","0","0","0.00","25","F","0"
"514689","Exclusive discounts","2","533.45","0.50","44","M","1"
"514737","Exclusive discounts","4","2590.95","2.63","57","F","1"
"514785","Free checked bag","3","1585.92","0.88","47","F","0"
"514810","Free hotel meal","3","4506.68","2.63","33","M","1"
"514830","Free checked bag","2","2006.12","0.44","54","F","0"
"514867","1 night free hotel with flight","3","6886.32","1.88","45","F","1"
"514876","Exclusive discounts","1","2432","1.00","19","F","0"
"514892","Free hotel meal","5","6688.28","2.78","40","F","0"
"514893","Exclusive discounts","1","3300","1.25","69","F","0"
"514899","Free checked bag","6","6543.43","1.44","38","F","1"
"514925","Free hotel meal","2","5789.62","3.88","18","F","0"
"514926","Exclusive discounts","3","2607.35","1.38","29","F","0"
"514931","Exclusive discounts","0","0","0.00","18","F","0"
"514944","Exclusive discounts","1","1035.81","0.56","50","M","1"
"514951","Exclusive discounts","2","4582.52","0.63","39","F","1"
"514953","Free hotel meal","3","11388.06","3.33","47","F","0"
"514980","Free hotel meal","7","11156.07","4.50","40","M","0"
"514981","Exclusive discounts","3","2763.28","1.63","49","F","0"
"515004","Exclusive discounts","2","2552.59","1.25","52","F","1"
"515013","Free checked bag","2","1157.95","0.13","49","F","0"
"515020","Free checked bag","3","3431.20","2.00","22","F","0"
"515030","Exclusive discounts","1","1604.17","1.75","34","M","0"
"515051","Free checked bag","5","8057.92","3.56","47","F","0"
"515058","1 night free hotel with flight","5","6585.67","1.75","51","F","0"
"515060","Exclusive discounts","2","2119.26","0.89","50","F","0"
"515085","Free checked bag","2","14602.42","4.33","61","F","1"
"515103","Exclusive discounts","3","2689.46","1.25","52","F","1"
"515124","1 night free hotel with flight","4","3779.91","1.00","51","F","0"
"515131","1 night free hotel with flight","5","7081.24","2.44","48","F","0"
"515139","Exclusive discounts","3","2872.21","1.00","37","F","0"
"515161","Exclusive discounts","3","2441.56","1.88","49","F","1"
"515168","Free checked bag","2","5286","0.78","47","F","1"
"515182","Free checked bag","6","5816.22","2.00","40","F","0"
"515198","Exclusive discounts","1","3440","2.50","40","F","0"
"515200","Exclusive discounts","2","3218.86","1.13","35","F","0"
"515202","Free checked bag","1","3033","0.33","76","F","0"
"515205","Exclusive discounts","1","8596.06","1.50","72","F","0"
"515229","Free hotel meal","5","9398.19","3.78","53","F","1"
"515240","Exclusive discounts","1","2410","0.63","45","F","1"
"515243","1 night free hotel with flight","4","6116.85","0.63","42","F","0"
"515258","Exclusive discounts","3","1803.93","0.63","28","M","0"
"515271","Exclusive discounts","3","2013.60","0.63","58","F","1"
"515274","1 night free hotel with flight","6","5178.39","2.50","37","M","0"
"515306","Free hotel meal","4","6847.21","3.89","50","F","0"
"515330","Free checked bag","3","3028.37","0.75","49","F","0"
"515344","Free hotel meal","5","10372.85","3.00","49","M","0"
"515398","Free checked bag","4","3397.12","0.56","41","F","1"
"515409","Free checked bag","3","3370.02","0.88","46","F","1"
"515421","1 night free hotel with flight","4","3827.72","1.63","49","F","0"
"515423","Free checked bag","2","1376.22","0.88","57","F","0"
"515436","Free checked bag","1","868","0.50","23","F","0"
"515478","Free checked bag","2","1246.11","0.75","32","F","1"
"515490","1 night free hotel with flight","4","4248.76","1.56","57","F","1"
"515502","Exclusive discounts","1","1824","0.44","34","F","1"
"515514","Exclusive discounts","0","0","0.00","20","F","0"
"515516","Exclusive discounts","0","0","0.00","35","M","0"
"515523","1 night free hotel with flight","3","7126.65","2.13","24","M","0"
"515529","Exclusive discounts","2","910.51","0.13","45","F","1"
"515530","Exclusive discounts","0","0","0.00","19","F","1"
"515565","1 night free hotel with flight","4","6492.87","2.25","45","F","1"
"515578","1 night free hotel with flight","6","5991.30","2.50","38","M","0"
"515580","Free hotel meal","4","7431.92","3.00","46","F","0"
"515586","1 night free hotel with flight","5","5429.70","1.11","55","F","0"
"515610","Free checked bag","3","12120.92","0.50","34","M","1"
"515634","Exclusive discounts","0","0","0.00","18","F","0"
"515639","Free checked bag","7","11001.07","2.44","40","F","0"
"515645","1 night free hotel with flight","3","12523.57","2.13","37","F","0"
"515666","Exclusive discounts","4","2179.12","1.88","40","F","0"
"515675","Exclusive discounts","3","2761.56","0.89","32","F","0"
"515684","Free checked bag","7","5463.52","1.22","55","F","0"
"515688","Free checked bag","4","3262.04","1.63","48","F","1"
"515694","1 night free hotel with flight","6","4437.00","1.00","45","F","0"
"515713","Free hotel meal","3","9885.29","7.88","43","F","0"
"515727","1 night free hotel with flight","4","3643.82","1.63","39","F","0"
"515735","Exclusive discounts","1","636.22","0.11","64","F","1"
"515739","Exclusive discounts","3","1333.72","0.75","49","F","0"
"515751","1 night free hotel with flight","3","6458.17","1.25","43","F","1"
"515764","Free hotel meal","3","9772.7","3.75","24","F","1"
"515778","Exclusive discounts","3","2746.46","1.75","53","F","0"
"515802","1 night free hotel with flight","5","6566.04","2.25","42","F","0"
"515818","Free checked bag","1","1028.11","0.00","67","M","0"
"515831","Free checked bag","2","1375.63","0.25","33","F","1"
"515835","Exclusive discounts","3","2761.20","0.63","48","F","1"
"515854","Free checked bag","2","1097","1.25","68","F","0"
"515874","Free checked bag","1","1962","1.00","69","F","0"
"515891","1 night free hotel with flight","5","7126.97","2.00","42","F","0"
"515901","Free checked bag","2","1508.18","0.67","36","F","0"
"515908","Exclusive discounts","2","1117.98","0.63","49","F","1"
"515941","Free hotel meal","4","5663.24","2.75","48","F","1"
"515947","Exclusive discounts","2","1188.13","0.38","32","F","0"
"515953","Exclusive discounts","3","3120.09","0.88","44","F","0"
"515974","Free hotel meal","3","5459.94","4.25","24","M","1"
"515985","Exclusive discounts","3","2100.16","1.11","43","F","0"
"516001","Exclusive discounts","1","918","0.33","33","F","0"
"516004","Exclusive discounts","2","2274.11","0.67","52","F","1"
"516006","Free hotel meal","5","5540.86","2.75","49","F","0"
"516039","Exclusive discounts","0","0","0.00","18","F","0"
"516053","1 night free hotel with flight","5","3756.56","1.22","43","F","1"
"516057","1 night free hotel with flight","4","7608.42","2.13","39","F","0"
"516061","Free checked bag","3","3316.82","1.13","56","F","0"
"516076","Exclusive discounts","0","0","0.00","71","F","0"
"516086","Exclusive discounts","1","1872","1.80","18","F","1"
"516089","Exclusive discounts","3","1874.02","1.50","58","F","1"
"516092","Exclusive discounts","4","2451.42","0.78","39","M","0"
"516105","Free checked bag","3","2926.67","2.00","51","F","1"
"516117","Exclusive discounts","3","2082.29","1.00","48","F","1"
"516118","Exclusive discounts","2","7374.05","2.22","39","M","0"
"516127","Free checked bag","0","0","0.00","32","F","0"
"516132","Free checked bag","3","1350.79","0.33","50","F","1"
"516144","Free checked bag","4","2089.74","0.33","52","F","1"
"516150","Exclusive discounts","1","2520","2.50","66","F","1"
"516152","Free checked bag","1","833.68","0.38","37","F","0"
"516176","Exclusive discounts","4","2347.41","2.13","52","O","1"
"516177","Free checked bag","3","2208.82","1.75","51","F","0"
"516178","Exclusive discounts","3","1451.51","0.50","29","F","1"
"516211","1 night free hotel with flight","4","14258.23","1.38","42","M","0"
"516216","Exclusive discounts","4","2730.91","1.25","38","F","0"
"516217","Free checked bag","1","509.57","0.00","45","M","0"
"516243","Free checked bag","0","0","0.00","34","F","1"
"516246","1 night free hotel with flight","4","3690.69","1.22","39","F","0"
"516251","Free checked bag","7","7412.61","2.00","53","F","0"
"516269","1 night free hotel with flight","5","5344.34","1.67","38","F","0"
"516273","Free checked bag","2","2228.49","0.75","42","F","1"
"516282","Free checked bag","2","1658.45","0.50","44","F","0"
"516283","Free checked bag","2","43896.89","3.22","25","M","1"
"516287","Free checked bag","2","7763.44","1.00","54","F","0"
"516290","1 night free hotel with flight","3","4125.94","1.75","46","M","0"
"516296","Exclusive discounts","2","1755.82","1.30","41","F","0"
"516301","Free checked bag","5","12354.60","1.38","28","F","0"
"516340","Free checked bag","1","372","0.67","18","F","0"
"516351","Free checked bag","3","2375.54","1.50","43","F","0"
"516368","Free checked bag","1","2400.4","0.00","48","F","1"
"516375","1 night free hotel with flight","5","4497.11","1.44","39","F","0"
"516418","1 night free hotel with flight","3","3907.52","1.75","28","F","0"
"516420","Free checked bag","2","997.02","0.25","47","F","0"
"516433","Exclusive discounts","1","191.33","0.00","19","F","0"
"516456","Exclusive discounts","4","2615.61","0.63","40","F","0"
"516507","Exclusive discounts","2","3186.06","1.50","43","M","0"
"516516","Exclusive discounts","1","2395.17","0.44","61","M","0"
"516528","1 night free hotel with flight","3","7293.35","2.00","55","F","0"
"516543","Free checked bag","1","4411.12","0.88","51","M","0"
"516556","Free checked bag","1","1036.91","0.38","38","F","1"
"516561","Exclusive discounts","2","1270.89","0.56","49","F","0"
"516571","1 night free hotel with flight","4","5699.33","1.63","65","F","0"
"516578","1 night free hotel with flight","4","4118.97","2.38","41","F","0"
"516579","Free hotel meal","4","7438.92","4.00","30","F","0"
"516583","Exclusive discounts","0","0","0.00","47","F","1"
"516590","Exclusive discounts","2","1477.62","0.44","20","F","0"
"516593","Free hotel meal","3","7517.49","3.30","39","F","0"
"516594","Free hotel meal","4","5399.10","2.88","55","F","0"
"516614","1 night free hotel with flight","4","3644.60","1.88","38","M","0"
"516616","Free hotel meal","6","8970.72","3.88","55","F","1"
"516620","Exclusive discounts","0","0","0.00","67","M","0"
"516639","Free checked bag","5","3192.01","1.13","54","F","1"
"516647","1 night free hotel with flight","4","3712.21","1.63","44","F","0"
"516679","Free hotel meal","2","5333.92","2.75","43","F","0"
"516680","Exclusive discounts","0","0","0.00","67","F","0"
"516682","Free checked bag","3","1030.34","1.13","27","F","0"
"516694","Exclusive discounts","2","1700.05","1.11","53","F","1"
"516697","Exclusive discounts","1","1580","0.63","77","F","0"
"516704","1 night free hotel with flight","4","4559.65","2.50","48","F","0"
"516732","Free checked bag","3","2321.43","1.10","40","F","1"
"516739","Exclusive discounts","2","1658.48","1.00","40","F","1"
"516744","Exclusive discounts","1","763","0.88","23","F","0"
"516763","Exclusive discounts","1","782.08","0.25","47","M","0"
"516765","Exclusive discounts","0","0","0.00","28","F","1"
"516789","1 night free hotel with flight","4","9357.68","1.25","40","F","0"
"516798","Exclusive discounts","1","1192.81","0.25","43","F","0"
"516806","Free checked bag","6","11220.34","5.38","42","F","0"
"516808","1 night free hotel with flight","3","4207.66","1.38","30","F","0"
"516827","Free hotel meal","6","4840.64","3.75","53","F","0"
"516833","1 night free hotel with flight","3","3856.01","1.25","20","F","0"
"516841","Exclusive discounts","1","2566.63","0.50","20","M","1"
"516862","Free checked bag","2","3881.79","1.13","69","F","0"
"516933","Free checked bag","3","1951.18","0.13","18","F","0"
"516939","Exclusive discounts","1","196.12","0.13","30","F","1"
"516965","Exclusive discounts","4","3472.11","1.22","37","F","1"
"516967","Free checked bag","0","0","0.00","27","M","1"
"516972","Exclusive discounts","2","2359.05","0.88","44","F","1"
"517033","Free hotel meal","3","6362","4.63","22","F","0"
"517061","Free hotel meal","6","6732.22","2.60","55","F","1"
"517064","Exclusive discounts","3","2076.83","0.67","19","F","1"
"517076","Free hotel meal","5","5623.17","4.38","39","F","0"
"517105","Exclusive discounts","4","2785.97","1.11","49","F","0"
"517119","Free checked bag","4","3201.64","3.13","47","F","1"
"517131","Free hotel meal","3","10475.34","3.63","69","F","0"
"517142","Exclusive discounts","3","1464.50","0.25","40","M","0"
"517143","Exclusive discounts","2","1740","1.25","27","F","0"
"517150","Free hotel meal","6","7195.69","2.88","38","M","0"
"517158","Exclusive discounts","3","2014.85","0.63","54","M","1"
"517205","Exclusive discounts","2","2927.53","1.00","49","F","0"
"517212","1 night free hotel with flight","5","3920.65","1.44","55","F","1"
"517219","Exclusive discounts","0","0","0.00","23","F","0"
"517231","Exclusive discounts","2","4034.88","2.13","48","F","0"
"517284","1 night free hotel with flight","5","7838.36","1.44","45","F","1"
